city,dates,gender,outcome.runs,outcome.winner,player_of_match,team,umpires,venue,matchid,outcome.wickets,outcome.method,neutral_venue,match_type_number,year,did_win,bat_first,total_wins,win_percentage
Jaipur,2006-11-02,male,,West Indies,CH Gayle,West Indies,SJA Taufel,Sawai Mansingh Stadium,249758,6.0,,1.0,,2006,True,False,16,0.6153846153846154
Kuala Lumpur,2006-09-18,male,,West Indies,MEK Hussey,West Indies,AL Hill,Kinrara Academy Oval,256610,3.0,,1.0,,2006,True,False,16,0.6153846153846154
Kuala Lumpur,2006-09-20,male,16.0,India,Harbhajan Singh,West Indies,AL Hill,Kinrara Academy Oval,256612,,,1.0,,2006,False,False,16,0.6153846153846154
Kuala Lumpur,2006-09-24,male,127.0,Australia,B Lee,West Indies,MR Benson,Kinrara Academy Oval,256615,,,1.0,,2006,False,False,16,0.6153846153846154
Faisalabad,2006-12-07,male,,Pakistan,Inzamam-ul-Haq,West Indies,DJ Harper,Iqbal Stadium,257769,2.0,,,,2006,False,True,16,0.6153846153846154
,2006-12-13,male,,West Indies,MN Samuels,West Indies,Zameer Haider,Multan Cricket Stadium,257771,7.0,,,,2006,True,False,16,0.6153846153846154
Karachi,2006-12-16,male,,Pakistan,Naved-ul-Hasan,West Indies,NJ Llong,National Stadium,257772,7.0,,,,2006,False,True,16,0.6153846153846154
Bogra,2006-02-20,male,,Sri Lanka,PDRL Perera,Bangladesh,K Hariharan,Shaheed Chandu Stadium,237574,5.0,,,,2006,False,True,10,0.5882352941176471
Bogra,2006-02-22,male,,Bangladesh,Aftab Ahmed,Bangladesh,K Hariharan,Shaheed Chandu Stadium,238169,4.0,,,,2006,True,False,10,0.5882352941176471
,2006-02-25,male,78.0,Sri Lanka,KC Sangakkara,Bangladesh,AFM Akhtaruddin,Chittagong Divisional Stadium,238170,,,,,2006,False,False,10,0.5882352941176471
,2006-04-23,male,,Australia,AC Gilchrist,Bangladesh,IL Howell,Chittagong Divisional Stadium,238173,4.0,,,,2006,False,True,10,0.5882352941176471
Fatullah,2006-04-26,male,67.0,Australia,A Symonds,Bangladesh,AFM Akhtaruddin,Narayanganj Osmani Stadium,238174,,,,,2006,False,False,10,0.5882352941176471
Fatullah,2006-04-28,male,,Australia,MJ Cosgrove,Bangladesh,IL Howell,Narayanganj Osmani Stadium,238175,9.0,,,,2006,False,True,10,0.5882352941176471
,2006-08-06,male,,Bangladesh,Shahriar Nafees,Bangladesh,IL Howell,Harare Sports Club,249207,8.0,,,,2006,True,False,10,0.5882352941176471
Nairobi,2006-08-12,male,,Bangladesh,Mashrafe Mortaza,Bangladesh,SR Modi,Gymkhana Club Ground,249378,6.0,,,,2006,True,False,10,0.5882352941176471
Nairobi,2006-08-13,male,,Bangladesh,Mashrafe Mortaza,Bangladesh,SR Modi,Gymkhana Club Ground,249379,2.0,,,,2006,True,False,10,0.5882352941176471
Nairobi,2006-08-15,male,,Bangladesh,Mashrafe Mortaza,Bangladesh,SR Modi,Gymkhana Club Ground,249380,6.0,,,,2006,True,False,10,0.5882352941176471
Chandigarh,2006-10-07,male,37.0,Sri Lanka,WU Tharanga,Bangladesh,SA Bucknor,"Punjab Cricket Association Stadium, Mohali",249739,,,1.0,,2006,False,False,10,0.5882352941176471
Jaipur,2006-10-11,male,,West Indies,CH Gayle,Bangladesh,BF Bowden,Sawai Mansingh Stadium,249742,10.0,,1.0,,2006,False,True,10,0.5882352941176471
Jaipur,2006-10-13,male,101.0,Bangladesh,Shahriar Nafees,Bangladesh,SA Bucknor,Sawai Mansingh Stadium,249743,,,1.0,,2006,True,True,10,0.5882352941176471
Bogra,2006-12-03,male,,Bangladesh,SC Williams,Bangladesh,Enamul Haque,Shaheed Chandu Stadium,264068,6.0,,,,2006,True,False,10,0.5882352941176471
Bogra,2006-12-05,male,26.0,Bangladesh,Abdur Razzak,Bangladesh,Enamul Haque,Shaheed Chandu Stadium,264069,,,,,2006,True,True,10,0.5882352941176471
Mirpur,2006-12-08,male,,Bangladesh,Aftab Ahmed,Bangladesh,Nadeem Ghauri,Shere Bangla National Stadium,264070,8.0,,,,2006,True,False,10,0.5882352941176471
Mirpur,2006-12-09,male,,Bangladesh,GB Brent,Bangladesh,Nadir Shah,Shere Bangla National Stadium,264071,3.0,,,,2006,True,False,10,0.5882352941176471
Antigua,2006-04-29,male,,West Indies,JE Taylor,Zimbabwe,BR Doctrove,"Antigua Recreation Ground, St John's",239907,5.0,,,,2006,False,True,0,0.0
Antigua,2006-04-30,male,98.0,West Indies,JE Taylor,Zimbabwe,SA Bucknor,"Antigua Recreation Ground, St John's",239908,,,,,2006,False,False,0,0.0
St Lucia,2006-05-10,male,,West Indies,CH Gayle,Zimbabwe,BR Doctrove,"Beausejour Stadium, Gros Islet",239911,10.0,,,,2006,False,True,0,0.0
Trinidad,2006-05-14,male,104.0,West Indies,RR Sarwan,Zimbabwe,BR Doctrove,"Queen's Park Oval, Port of Spain",239913,,,,,2006,False,False,0,0.0
,2006-08-06,male,,Bangladesh,Shahriar Nafees,Zimbabwe,KC Barbour,Harare Sports Club,249207,8.0,,,,2006,False,True,0,0.0
Ahmedabad,2006-10-08,male,,West Indies,CH Gayle,Zimbabwe,RE Koertzen,"Sardar Patel Stadium, Motera",249740,9.0,,1.0,,2006,False,True,0,0.0
Ahmedabad,2006-10-10,male,144.0,Sri Lanka,WU Tharanga,Zimbabwe,Asad Rauf,"Sardar Patel Stadium, Motera",249741,,,1.0,,2006,False,False,0,0.0
Jaipur,2006-10-13,male,101.0,Bangladesh,Shahriar Nafees,Zimbabwe,DJ Harper,Sawai Mansingh Stadium,249743,,,1.0,,2006,False,False,0,0.0
Bloemfontein,2006-09-15,male,,South Africa,HH Dippenaar,Zimbabwe,BG Jerling,Goodyear Park,255961,5.0,,,,2006,False,True,0,0.0
Potchefstroom,2006-09-20,male,171.0,South Africa,MV Boucher,Zimbabwe,BG Jerling,Sedgars Park,257470,,,,,2006,False,False,0,0.0
East London,2006-09-18,male,,South Africa,AJ Hall,Zimbabwe,IL Howell,Buffalo Park,259793,6.0,,,,2006,False,True,0,0.0
Bogra,2006-12-03,male,,Bangladesh,SC Williams,Zimbabwe,Nadeem Ghauri,Shaheed Chandu Stadium,264068,6.0,,,,2006,False,True,0,0.0
Bogra,2006-12-05,male,26.0,Bangladesh,Abdur Razzak,Zimbabwe,SL Shastri,Shaheed Chandu Stadium,264069,,,,,2006,False,False,0,0.0
Mirpur,2006-12-08,male,,Bangladesh,Aftab Ahmed,Zimbabwe,Nadir Shah,Shere Bangla National Stadium,264070,8.0,,,,2006,False,True,0,0.0
Mirpur,2006-12-09,male,,Bangladesh,GB Brent,Zimbabwe,SL Shastri,Shere Bangla National Stadium,264071,3.0,,,,2006,False,True,0,0.0
Jamaica,2007-03-13,male,54.0,West Indies,DR Smith,West Indies,BF Bowden,"Sabina Park, Kingston",247457,,,,,2007,True,True,8,0.5
Jamaica,2007-03-19,male,,West Indies,SC Williams,West Indies,IJ Gould,"Sabina Park, Kingston",247469,6.0,,,,2007,True,False,8,0.5
Antigua,2007-03-27,male,103.0,Australia,ML Hayden,West Indies,Aleem Dar,"Sir Vivian Richards Stadium, North Sound",247481,,,,,2007,False,False,8,0.5
Antigua,2007-03-29,male,,New Zealand,JDP Oram,West Indies,Asad Rauf,"Sir Vivian Richards Stadium, North Sound",247483,7.0,,,,2007,False,True,8,0.5
Guyana,2007-04-01,male,113.0,Sri Lanka,ST Jayasuriya,West Indies,MR Benson,Providence Stadium,247486,,,,,2007,False,False,8,0.5
Grenada,2007-04-10,male,67.0,South Africa,AB de Villiers,West Indies,MR Benson,"National Cricket Stadium, St George's",247493,,,,,2007,False,False,8,0.5
Barbados,2007-04-19,male,99.0,West Indies,RR Sarwan,West Indies,BF Bowden,"Kensington Oval, Bridgetown",247502,,,,,2007,True,True,8,0.5
Barbados,2007-04-21,male,,England,KP Pietersen,West Indies,RE Koertzen,"Kensington Oval, Bridgetown",247504,1.0,,,,2007,False,True,8,0.5
London,2007-07-01,male,79.0,England,FH Edwards,West Indies,NJ Llong,Lord's,258465,,,,,2007,False,False,8,0.5
Birmingham,2007-07-04,male,61.0,West Indies,S Chanderpaul,West Indies,NJ Llong,Edgbaston,258466,,,,,2007,True,True,8,0.5
Nottingham,2007-07-07,male,93.0,West Indies,DBL Powell,West Indies,BG Jerling,Trent Bridge,258467,,,,,2007,True,True,8,0.5
Chennai,2007-01-27,male,,West Indies,MN Samuels,West Indies,SL Shastri,"MA Chidambaram Stadium, Chepauk",267708,3.0,,,,2007,True,False,8,0.5
Vadodara,2007-01-31,male,160.0,India,SR Tendulkar,West Indies,AM Saheba,Indian Petrochemicals Corporation Limited Sports Complex Ground,267709,,,,,2007,False,False,8,0.5
,2007-11-30,male,30.0,Zimbabwe,CJ Chibhabha,West Indies,BG Jerling,Harare Sports Club,317578,,,,,2007,False,False,8,0.5
,2007-12-02,male,110.0,West Indies,RS Morton,West Indies,RB Tiffin,Harare Sports Club,317579,,,,,2007,True,True,8,0.5
Bulawayo,2007-12-07,male,,West Indies,JE Taylor,West Indies,RB Tiffin,Queens Sports Club,317581,5.0,,,,2007,True,False,8,0.5
Jamaica,2007-03-13,male,54.0,West Indies,DR Smith,Pakistan,SJA Taufel,"Sabina Park, Kingston",247457,,,,,2007,False,False,5,0.3333333333333333
Centurion,2007-02-04,male,164.0,South Africa,JH Kallis,Pakistan,PD Parker,SuperSport Park,250668,,,,,2007,False,False,5,0.3333333333333333
Durban,2007-02-07,male,141.0,Pakistan,Younis Khan,Pakistan,BG Jerling,Kingsmead,250669,,,,,2007,True,True,5,0.3333333333333333
Cape Town,2007-02-11,male,,South Africa,SM Pollock,Pakistan,RB Tiffin,Newlands,250671,10.0,,,,2007,False,True,5,0.3333333333333333
Johannesburg,2007-02-14,male,,South Africa,SM Pollock,Pakistan,RB Tiffin,New Wanderers Stadium,250672,9.0,,,,2007,False,True,5,0.3333333333333333
Guwahati,2007-11-05,male,,India,MS Dhoni,Pakistan,AM Saheba,Nehru Stadium,297801,5.0,,,,2007,False,True,5,0.3333333333333333
Chandigarh,2007-11-08,male,,Pakistan,Younis Khan,Pakistan,SL Shastri,"Punjab Cricket Association Stadium, Mohali",297802,4.0,,,,2007,True,False,5,0.3333333333333333
Kanpur,2007-11-11,male,46.0,India,Yuvraj Singh,Pakistan,AM Saheba,Green Park,297803,,,,,2007,False,False,5,0.3333333333333333
Gwalior,2007-11-15,male,,India,SR Tendulkar,Pakistan,AM Saheba,Captain Roop Singh Stadium,297804,6.0,,,,2007,False,True,5,0.3333333333333333
Jaipur,2007-11-18,male,31.0,Pakistan,Shoaib Malik,Pakistan,SL Shastri,Sawai Mansingh Stadium,297805,,,,,2007,True,True,5,0.3333333333333333
Lahore,2007-10-18,male,45.0,South Africa,AB de Villiers,Pakistan,BF Bowden,Gaddafi Stadium,299006,,,,,2007,False,False,5,0.3333333333333333
Lahore,2007-10-20,male,25.0,Pakistan,Mohammad Yousuf,Pakistan,Asad Rauf,Gaddafi Stadium,299007,,,,,2007,True,True,5,0.3333333333333333
Faisalabad,2007-10-23,male,,Pakistan,Shahid Afridi,Pakistan,BF Bowden,Iqbal Stadium,299008,6.0,,,,2007,True,False,5,0.3333333333333333
,2007-10-26,male,,South Africa,SM Pollock,Pakistan,Aleem Dar,Multan Cricket Stadium,299009,7.0,,,,2007,False,True,5,0.3333333333333333
Lahore,2007-10-29,male,14.0,South Africa,M Ntini,Pakistan,BF Bowden,Gaddafi Stadium,299010,,,,,2007,False,False,5,0.3333333333333333
St Kitts,2007-03-14,male,203.0,Australia,RT Ponting,Australia,SA Bucknor,"Warner Park, Basseterre",247458,,,1.0,,2007,True,True,23,0.7666666666666667
St Kitts,2007-03-18,male,229.0,Australia,BJ Hodge,Australia,SA Bucknor,"Warner Park, Basseterre",247466,,,1.0,,2007,True,True,23,0.7666666666666667
St Kitts,2007-03-24,male,83.0,Australia,ML Hayden,Australia,MR Benson,"Warner Park, Basseterre",247478,,,1.0,,2007,True,True,23,0.7666666666666667
Antigua,2007-03-28,male,103.0,Australia,ML Hayden,Australia,Asad Rauf,"Sir Vivian Richards Stadium, North Sound",247481,,,,,2007,True,True,23,0.7666666666666667
Antigua,2007-03-31,male,,Australia,GD McGrath,Australia,Aleem Dar,"Sir Vivian Richards Stadium, North Sound",247485,10.0,,1.0,,2007,True,False,23,0.7666666666666667
Antigua,2007-04-08,male,,Australia,SW Tait,Australia,BF Bowden,"Sir Vivian Richards Stadium, North Sound",247491,7.0,,1.0,,2007,True,False,23,0.7666666666666667
Barbados,2007-04-13,male,,Australia,GD McGrath,Australia,BF Bowden,"Kensington Oval, Bridgetown",247496,9.0,,1.0,,2007,True,False,23,0.7666666666666667
Grenada,2007-04-16,male,,Australia,NW Bracken,Australia,Aleem Dar,"National Cricket Stadium, St George's",247499,7.0,,1.0,,2007,True,False,23,0.7666666666666667
Grenada,2007-04-20,male,215.0,Australia,ML Hayden,Australia,Aleem Dar,"National Cricket Stadium, St George's",247503,,,1.0,,2007,True,True,23,0.7666666666666667
St Lucia,2007-04-25,male,,Australia,GD McGrath,Australia,Aleem Dar,"Beausejour Stadium, Gros Islet",247506,7.0,,1.0,,2007,True,False,23,0.7666666666666667
Hobart,2007-01-14,male,105.0,Australia,A Symonds,Australia,Asad Rauf,Bellerive Oval,249228,,,,,2007,True,True,23,0.7666666666666667
,2007-01-21,male,,Australia,MJ Clarke,Australia,Asad Rauf,Sydney Cricket Ground,249229,2.0,,,,2007,True,False,23,0.7666666666666667
Perth,2007-01-28,male,8.0,Australia,RT Ponting,Australia,Asad Rauf,Western Australia Cricket Association Ground,249230,,,,,2007,True,True,23,0.7666666666666667
,2007-02-04,male,,Australia,RT Ponting,Australia,Asad Rauf,Melbourne Cricket Ground,249231,5.0,,,,2007,True,False,23,0.7666666666666667
,2007-01-12,male,,Australia,AC Gilchrist,Australia,IL Howell,Melbourne Cricket Ground,249232,8.0,,,,2007,True,False,23,0.7666666666666667
Brisbane,2007-01-19,male,,Australia,MEK Hussey,Australia,DJ Harper,"Brisbane Cricket Ground, Woolloongabba",249233,4.0,,,,2007,True,False,23,0.7666666666666667
,2007-01-26,male,,Australia,MG Johnson,Australia,SJ Davis,Adelaide Oval,249234,9.0,,,,2007,True,False,23,0.7666666666666667
,2007-02-02,male,92.0,England,EC Joyce,Australia,DJ Harper,Sydney Cricket Ground,249235,,,,,2007,False,False,23,0.7666666666666667
,2007-02-09,male,,England,PD Collingwood,Australia,Asad Rauf,Melbourne Cricket Ground,249240,4.0,,,,2007,False,True,23,0.7666666666666667
Wellington,2007-02-16,male,,New Zealand,SE Bond,Australia,BF Bowden,Westpac Stadium,251494,10.0,,,,2007,False,True,23,0.7666666666666667
Auckland,2007-02-18,male,,New Zealand,LRPL Taylor,Australia,AL Hill,Eden Park,251495,5.0,,,,2007,False,True,23,0.7666666666666667
Hamilton,2007-02-20,male,,New Zealand,ML Hayden,Australia,GAV Baxter,Seddon Park,251496,1.0,,,,2007,False,True,23,0.7666666666666667
,2007-12-14,male,,Australia,RT Ponting,Australia,MR Benson,Adelaide Oval,291345,7.0,,,,2007,True,False,23,0.7666666666666667
Hobart,2007-12-20,male,114.0,Australia,RT Ponting,Australia,MR Benson,Bellerive Oval,291347,,,,,2007,True,True,23,0.7666666666666667
Kochi,2007-10-02,male,84.0,Australia,BJ Haddin,Australia,SL Shastri,Nehru Stadium,297794,,,,,2007,True,True,23,0.7666666666666667
Hyderabad,2007-10-05,male,47.0,Australia,A Symonds,Australia,SL Shastri,"Rajiv Gandhi International Stadium, Uppal",297795,,,,,2007,True,True,23,0.7666666666666667
Chandigarh,2007-10-08,male,8.0,India,MS Dhoni,Australia,SL Shastri,Sector 16 Stadium,297796,,,,,2007,False,False,23,0.7666666666666667
Vadodara,2007-10-11,male,,Australia,MG Johnson,Australia,AM Saheba,Reliance Stadium,297797,9.0,,,,2007,True,False,23,0.7666666666666667
Nagpur,2007-10-14,male,18.0,Australia,A Symonds,Australia,AM Saheba,Vidarbha Cricket Association Ground,297798,,,,,2007,True,True,23,0.7666666666666667
Mumbai,2007-10-17,male,,India,M Kartik,Australia,AM Saheba,Wankhede Stadium,297799,2.0,,,,2007,False,True,23,0.7666666666666667
St Kitts,2007-03-14,male,203.0,Australia,RT Ponting,Scotland,EAR de Silva,"Warner Park, Basseterre",247458,,,1.0,,2007,False,False,1,0.25
St Kitts,2007-03-20,male,,South Africa,GC Smith,Scotland,MR Benson,"Warner Park, Basseterre",247470,7.0,,1.0,,2007,False,True,1,0.25
St Kitts,2007-03-22,male,,Netherlands,WF Stelling,Scotland,AL Hill,"Warner Park, Basseterre",247474,8.0,,1.0,,2007,False,True,1,0.25
Nairobi,2007-02-04,male,77.0,Scotland,RM Haq,Scotland,DB Hair,Gymkhana Club Ground,267389,,,,,2007,True,True,1,0.25
Trinidad,2007-03-15,male,243.0,Sri Lanka,DPMD Jayawardene,Bermuda,DJ Harper,"Queen's Park Oval, Port of Spain",247460,,,1.0,,2007,False,False,0,0.0
Trinidad,2007-03-19,male,257.0,India,V Sehwag,Bermuda,Aleem Dar,"Queen's Park Oval, Port of Spain",247468,,,1.0,,2007,False,False,0,0.0
Nairobi,2007-02-02,male,56.0,Canada,JM Davison,Bermuda,DB Hair,Gymkhana Club Ground,267386,,,1.0,,2007,False,False,0,0.0
Nairobi,2007-02-04,male,,Netherlands,RN ten Doeschate,Bermuda,Shahul Hameed,Ruaraka Sports Club Ground,267387,8.0,,1.0,,2007,False,True,0,0.0
Nairobi,2007-10-25,male,,Kenya,,Bermuda,BB Pradhan,Gymkhana Club Ground,313992,8.0,,,,2007,False,True,0,0.0
Nairobi,2007-10-27,male,,Kenya,,Bermuda,BB Pradhan,Gymkhana Club Ground,313993,3.0,,,,2007,False,True,0,0.0
Nairobi,2007-10-28,male,,Kenya,,Bermuda,BB Pradhan,Gymkhana Club Ground,313994,1.0,,,,2007,False,True,0,0.0
Trinidad,2007-03-15,male,243.0,Sri Lanka,DPMD Jayawardene,Sri Lanka,IL Howell,"Queen's Park Oval, Port of Spain",247460,,,1.0,,2007,True,True,14,0.7
Trinidad,2007-03-23,male,69.0,Sri Lanka,M Muralitharan,Sri Lanka,DJ Harper,"Queen's Park Oval, Port of Spain",247476,,,1.0,,2007,True,True,14,0.7
Guyana,2007-03-28,male,,South Africa,SL Malinga,Sri Lanka,DJ Harper,Providence Stadium,247482,1.0,,1.0,,2007,False,True,14,0.7
Guyana,2007-04-01,male,113.0,Sri Lanka,ST Jayasuriya,Sri Lanka,DJ Harper,Providence Stadium,247486,,,,,2007,True,True,14,0.7
Antigua,2007-04-04,male,2.0,Sri Lanka,RS Bopara,Sri Lanka,BF Bowden,"Sir Vivian Richards Stadium, North Sound",247489,,,1.0,,2007,True,True,14,0.7
Grenada,2007-04-12,male,,Sri Lanka,WPUJC Vaas,Sri Lanka,BR Doctrove,"National Cricket Stadium, St George's",247495,6.0,,1.0,,2007,True,False,14,0.7
Grenada,2007-04-16,male,,Australia,NW Bracken,Sri Lanka,BR Doctrove,"National Cricket Stadium, St George's",247499,7.0,,1.0,,2007,False,True,14,0.7
Grenada,2007-04-18,male,,Sri Lanka,MF Maharoof,Sri Lanka,BR Doctrove,"National Cricket Stadium, St George's",247501,8.0,,1.0,,2007,True,False,14,0.7
Jamaica,2007-04-24,male,81.0,Sri Lanka,DPMD Jayawardene,Sri Lanka,SJA Taufel,"Sabina Park, Kingston",247505,,,1.0,,2007,True,True,14,0.7
Auckland,2007-01-06,male,189.0,Sri Lanka,ST Jayasuriya,Sri Lanka,SJ Davis,Eden Park,251492,,,,,2007,True,True,14,0.7
Rajkot,2007-02-11,male,5.0,Sri Lanka,KC Sangakkara,Sri Lanka,SJA Taufel,Madhavrao Scindia Cricket Ground,267712,,,,,2007,True,True,14,0.7
Visakhapatnam,2007-02-17,male,,India,LPC Silva,Sri Lanka,SJA Taufel,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,267713,7.0,,,,2007,False,True,14,0.7
Margao,2007-02-14,male,,India,Z Khan,Sri Lanka,SJA Taufel,"Nehru Stadium, Fatorda",267715,5.0,,,,2007,False,True,14,0.7
,2007-10-01,male,119.0,Sri Lanka,MF Maharoof,Sri Lanka,EAR de Silva,Rangiri Dambulla International Stadium,291217,,,,,2007,True,True,14,0.7
,2007-10-04,male,65.0,England,OA Shah,Sri Lanka,RE Koertzen,Rangiri Dambulla International Stadium,291218,,,,,2007,False,False,14,0.7
Colombo,2007-10-10,male,,England,AN Cook,Sri Lanka,RE Koertzen,R Premadasa Stadium,291220,5.0,,,,2007,False,True,14,0.7
Colombo,2007-10-13,male,107.0,Sri Lanka,CRD Fernando,Sri Lanka,EAR de Silva,R Premadasa Stadium,291221,,,,,2007,True,True,14,0.7
Colombo,2007-07-20,male,70.0,Sri Lanka,CRD Fernando,Sri Lanka,EAR de Silva,P Saravanamuttu Stadium,293481,,,,,2007,True,True,14,0.7
Colombo,2007-07-23,male,,Sri Lanka,ST Jayasuriya,Sri Lanka,RE Koertzen,R Premadasa Stadium,293482,5.0,,,,2007,True,False,14,0.7
Colombo,2007-07-25,male,39.0,Sri Lanka,J Mubarak,Sri Lanka,EAR de Silva,R Premadasa Stadium,293483,,,,,2007,True,True,14,0.7
St Kitts,2007-03-16,male,221.0,South Africa,HH Gibbs,Netherlands,MR Benson,"Warner Park, Basseterre",247462,,,1.0,,2007,False,False,2,0.5
St Kitts,2007-03-18,male,229.0,Australia,BJ Hodge,Netherlands,AL Hill,"Warner Park, Basseterre",247466,,,1.0,,2007,False,False,2,0.5
St Kitts,2007-03-22,male,,Netherlands,WF Stelling,Netherlands,EAR de Silva,"Warner Park, Basseterre",247474,8.0,,1.0,,2007,True,False,2,0.5
Nairobi,2007-02-04,male,,Netherlands,RN ten Doeschate,Netherlands,TH Wijewardene,Ruaraka Sports Club Ground,267387,8.0,,1.0,,2007,True,False,2,0.5
St Kitts,2007-03-16,male,221.0,South Africa,HH Gibbs,South Africa,AL Hill,"Warner Park, Basseterre",247462,,,1.0,,2007,True,True,18,0.6428571428571429
St Kitts,2007-03-20,male,,South Africa,GC Smith,South Africa,EAR de Silva,"Warner Park, Basseterre",247470,7.0,,1.0,,2007,True,False,18,0.6428571428571429
St Kitts,2007-03-24,male,83.0,Australia,ML Hayden,South Africa,SA Bucknor,"Warner Park, Basseterre",247478,,,1.0,,2007,False,False,18,0.6428571428571429
Guyana,2007-03-28,male,,South Africa,CK Langeveldt,South Africa,SA Bucknor,Providence Stadium,247482,1.0,,1.0,,2007,True,False,18,0.6428571428571429
Guyana,2007-04-07,male,67.0,Bangladesh,Mohammad Ashraful,South Africa,BR Doctrove,Providence Stadium,247490,,,1.0,,2007,False,False,18,0.6428571428571429
Grenada,2007-04-10,male,67.0,South Africa,AB de Villiers,South Africa,DJ Harper,"National Cricket Stadium, St George's",247493,,,,,2007,True,True,18,0.6428571428571429
Grenada,2007-04-14,male,,New Zealand,CD McMillan,South Africa,DJ Harper,"National Cricket Stadium, St George's",247497,5.0,,1.0,,2007,False,True,18,0.6428571428571429
Barbados,2007-04-17,male,,South Africa,AJ Hall,South Africa,SJA Taufel,"Kensington Oval, Bridgetown",247500,9.0,,1.0,,2007,True,False,18,0.6428571428571429
St Lucia,2007-04-25,male,,Australia,GD McGrath,South Africa,SA Bucknor,"Beausejour Stadium, Gros Islet",247506,7.0,,1.0,,2007,False,True,18,0.6428571428571429
Centurion,2007-02-04,male,164.0,South Africa,JH Kallis,South Africa,RE Koertzen,SuperSport Park,250668,,,,,2007,True,True,18,0.6428571428571429
Durban,2007-02-07,male,141.0,Pakistan,Younis Khan,South Africa,SA Bucknor,Kingsmead,250669,,,,,2007,False,False,18,0.6428571428571429
Cape Town,2007-02-11,male,,South Africa,SM Pollock,South Africa,BG Jerling,Newlands,250671,10.0,,,,2007,True,False,18,0.6428571428571429
Johannesburg,2007-02-14,male,,South Africa,SM Pollock,South Africa,RE Koertzen,New Wanderers Stadium,250672,9.0,,,,2007,True,False,18,0.6428571428571429
Belfast,2007-06-24,male,42.0,South Africa,AR Cusack,South Africa,BF Bowden,"Civil Service Cricket Club, Stormont",293072,,,,,2007,True,True,18,0.6428571428571429
Belfast,2007-06-26,male,,South Africa,JH Kallis,South Africa,MR Benson,"Civil Service Cricket Club, Stormont",293076,4.0,,1.0,,2007,True,False,18,0.6428571428571429
Belfast,2007-06-29,male,,India,SR Tendulkar,South Africa,BF Bowden,"Civil Service Cricket Club, Stormont",293077,6.0,,1.0,,2007,False,True,18,0.6428571428571429
Belfast,2007-07-01,male,,India,Yuvraj Singh,South Africa,MR Benson,"Civil Service Cricket Club, Stormont",293078,6.0,,1.0,,2007,False,True,18,0.6428571428571429
Durban,2007-11-25,male,,South Africa,AB de Villiers,South Africa,MR Benson,Kingsmead,298796,2.0,,,,2007,True,False,18,0.6428571428571429
Port Elizabeth,2007-11-30,male,,New Zealand,JM How,South Africa,MR Benson,St George's Park,298797,7.0,,,,2007,False,True,18,0.6428571428571429
Cape Town,2007-12-02,male,,South Africa,HH Gibbs,South Africa,MR Benson,Newlands,298798,5.0,,,,2007,True,False,18,0.6428571428571429
Lahore,2007-10-18,male,45.0,South Africa,AB de Villiers,South Africa,Nadeem Ghauri,Gaddafi Stadium,299006,,,,,2007,True,True,18,0.6428571428571429
Lahore,2007-10-20,male,25.0,Pakistan,Mohammad Yousuf,South Africa,BF Bowden,Gaddafi Stadium,299007,,,,,2007,False,False,18,0.6428571428571429
Faisalabad,2007-10-23,male,,Pakistan,Shahid Afridi,South Africa,Zameer Haider,Iqbal Stadium,299008,6.0,,,,2007,False,True,18,0.6428571428571429
,2007-10-26,male,,South Africa,SM Pollock,South Africa,BF Bowden,Multan Cricket Stadium,299009,7.0,,,,2007,True,False,18,0.6428571428571429
Lahore,2007-10-29,male,14.0,South Africa,M Ntini,South Africa,Nadeem Ghauri,Gaddafi Stadium,299010,,,,,2007,True,True,18,0.6428571428571429
Bulawayo,2007-08-22,male,,South Africa,GB Brent,South Africa,RB Tiffin,Queens Sports Club,300486,5.0,,,,2007,True,False,18,0.6428571428571429
,2007-08-25,male,,South Africa,HH Gibbs,South Africa,RB Tiffin,Harare Sports Club,300487,8.0,,,,2007,True,False,18,0.6428571428571429
,2007-08-26,male,28.0,South Africa,AB de Villiers,South Africa,SJ Davis,Harare Sports Club,300488,,,,,2007,True,True,18,0.6428571428571429
St Lucia,2007-03-16,male,,New Zealand,SB Styris,England,Asad Rauf,"Beausejour Stadium, Gros Islet",247463,6.0,,1.0,,2007,False,True,16,0.5161290322580645
St Lucia,2007-03-18,male,51.0,England,PD Collingwood,England,PD Parker,"Beausejour Stadium, Gros Islet",247467,,,1.0,,2007,True,True,16,0.5161290322580645
St Lucia,2007-03-24,male,,England,EC Joyce,England,RE Koertzen,"Beausejour Stadium, Gros Islet",247479,7.0,,1.0,,2007,True,False,16,0.5161290322580645
Guyana,2007-03-30,male,48.0,England,PD Collingwood,England,BR Doctrove,Providence Stadium,247484,,,1.0,,2007,True,True,16,0.5161290322580645
Antigua,2007-04-04,male,2.0,Sri Lanka,RS Bopara,England,Asad Rauf,"Sir Vivian Richards Stadium, North Sound",247489,,,1.0,,2007,False,False,16,0.5161290322580645
Antigua,2007-04-08,male,,Australia,SW Tait,England,RE Koertzen,"Sir Vivian Richards Stadium, North Sound",247491,7.0,,1.0,,2007,False,True,16,0.5161290322580645
Barbados,2007-04-11,male,,England,SI Mahmood,England,SJA Taufel,"Kensington Oval, Bridgetown",247494,4.0,,1.0,,2007,True,False,16,0.5161290322580645
Barbados,2007-04-17,male,,South Africa,AJ Hall,England,SA Bucknor,"Kensington Oval, Bridgetown",247500,9.0,,1.0,,2007,False,True,16,0.5161290322580645
